(1, 'QA3', b'<p>My updated course</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(5088, 'QA2=QA3', b'<p>My updated course</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(6922, 'QA2=QA3', b'My updated course', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(6923, 'QA2=QA3', b'My updated course', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(6924, 'QA2=QA3', b'<p>My updated course</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15179, 'QA5', b'My updated course', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15180, 'qa45', b'My updated course', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15181, 'security', b'My updated course', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15182, 'security', b'My updated course', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15197, 'french', b'<p>ADad</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15202, 'titilsncn', b'<p>zXDjhbjABX</p><p>&nbsp;</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15203, '0', b'', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15206, 'asdfsdf', b'<p>sdfsdfsdf</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15209, 'team', b'<p>QA Team 2</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15210, 'team', b'QA Team 2', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15211, 'test_course', None, 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15212, 'test_course', None, 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15242, 'Manual_QA_Lessons', b'<p>Lessons</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15264, 'QwallityAGL', b'WOOOW', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15300, 'newcourse', b'<p>test</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 100.0)
(15301, '100', b'', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15302, 'test', b'<p>fff</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.1)
(15303, 't', b'<p>tt</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.3)
(15304, 'new', b'<p>test</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 100.0)
(15305, 'yyyy', b'<p>teststst</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 30.0)
(15306, 'www', b'<p>testssts</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 25.0)
(15307, 'ooo', b'<p>tesst</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 15.0)
(15308, 'ttt', b'<p>wetearetet</p><p>wetearetet</p><p>wetearetetwetearetetwetearetet</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15309, 'wewewew', b'<p>wwwwwwwwwwwwwwwwwwwwwwwww</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 35.0)
(15310, 'test', b'<p>test</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 35.0)
(15311, 'User', b'<p>afsgadgaZCasfsd</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15314, 'DB', b'<p>Test_lesson</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15315, 'API12', b'<p>API course12</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15316, 'gshGXsh', b'', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15317, 'sssss', b'<p>aaaaaaa</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15319, '121111111111111111111111111111', b'', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15320, '111111111111111111111111111111', b'', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15321, '111111111111111111111111111111', b'', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15322, '111111111111111111111111111111', b'', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15323, '21456', b'', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15326, 'dcdc', b'<p>jb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlkn', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15327, 'hlkn', b'<p>jb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlknldnlcndskcbdcjndskjb,ndskndlkn', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15328, 'kjdck', b'<p>jfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugejfgceiugekbdwigjfgceiugekbdwigjk<', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15329, 'team', b'<p>1234567891123456789112345678911234567891123456789112345678911234567891123456789112345678911234567891123456789112345678911234567891123456789112345678911234567891123456789112345678911234567891123456789112345678911234567891123456789112345678911234567891</', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15330, 'jkj', b'<p>jfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugekbdwigjfgceiugejfgceiugekbdwigjfgceiugekbdwigjkj', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15331, 'dddddddddddddddddddddddddddddd', b'<p>1234567891123456789112345678911234567891123456789112345678911234567891123456789112345678911234567891123456789112345678911234567891123456789112345678911234567891123456789112345678911234567891123456789112345678911234567891123456789112345678911234567891</', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15332, 'nmjnmfbvj6545312312nmjnmfbvj65', b'<p>gvnflk</p>', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15333, 'jbkjvk jbdskj', b'', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15334, 'string', b'string', 'Team2_2', 2, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15341, 'coursem', b'course by Manyak1', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15344, '1', b'1', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15345, '1', b'1', 'Team2_2', 1, datetime.datetime(2022, 1, 31, 16, 22, 47), 50.0)
(15348, 'tee', b'<p>etet</p>', 'Team2_2', 2, datetime.datetime(2022, 1, 31, 16, 22, 47), 0.0)
(15349, '', None, 'Team2_2', 0, datetime.datetime(2022, 1, 31, 16, 22, 47), None)
(15351, '', None, 'Team2_2', 0, datetime.datetime(2022, 1, 31, 16, 22, 47), None)
(15353, '', b'abcd', None, None, datetime.datetime(2022, 1, 31, 16, 27, 24), None)
(15354, 'Security', b'abcd', None, None, datetime.datetime(2022, 1, 31, 16, 30, 28), None)
(15355, 'Security', b'abcd', None, None, datetime.datetime(2022, 1, 31, 16, 30, 39), None)
(15357, 'Security Course', b'Course about security and more', 'XYZ', None, datetime.datetime(2022, 2, 1, 8, 22, 33), None)
(15358, 'Security Course', b'Course about security and more', 'XYZ', None, datetime.datetime(2022, 2, 1, 8, 22, 35), None)
(15359, 'Security Course', b'Course about security and more', 'XYZ', None, datetime.datetime(2022, 2, 1, 8, 22, 36), None)
(15360, 'Security Course', b'Course about security and more', 'XYZ', None, datetime.datetime(2022, 2, 1, 8, 22, 37), None)
